85 642 425    ;8;- Прикумское;п Прикумский
85 642 428    ;0;- Сарульское;п Сарул
85 642 430    ;8;- Ачинеровское;п Ачинеры
85 646 000    ;5;Юстинский муниципальный район;п Цаган Аман
85 646 400    ;7;Сельские поселения Юстинского муниципального района/;
85 646 405    ;3;- Барунское;п Барун
85 646 422    ;4;- Бергинское;п Бергин
85 646 444    ;1;- Татальское;п Татал
85 646 455    ;5;- Харбинское;п Харба
85 646 460    ;5;- Цаганаманское;п Цаган Аман
85 646 466    ;9;- Эрдниевское;п Эрдниевский
85 646 477    ;2;- Юстинское;п Юста
85 650 000    ;1;Яшалтинский муниципальный район;с Яшалта
85 650 400    ;3;Сельские поселения Яшалтинского муниципального района/;
85 650 411    ;7;- Багатугтунское;с Бага Тугтун
85 650 422    ;0;- Березовское;с Березовское
85 650 425    ;2;- Веселовское;с Веселое
85 650 433    ;4;- Красномихайловское;с Красномихайловское
85 650 435    ;9;- Краснопартизанское;с Красный Партизан
85 650 444    ;8;- Манычское;п Манычский
85 650 455    ;1;- Октябрьское;п Октябрьский
85 650 466    ;5;- Соленовское;с Соленое
85 650 471    ;5;- Ульяновское;с Ульяновское
85 650 477    ;9;- Эсто-Алтайское;п Эсто-Алтай
85 650 480    ;4;- Яшалтинское;с Яшалта
85 654 000    ;0;Яшкульский муниципальный район;п Яшкуль
85 654 400    ;1;Сельские поселения Яшкульского муниципального района/;
85 654 411    ;5;- Гашунское;п Гашун
85 654 416    ;1;- Хартолгинское;п Хар Толга
85 654 422    ;9;- Молодежненское;п Молодежный
85 654 433    ;2;- Привольненское;п Привольный
85 654 444    ;6;- Тавнгашунское;п Тавн Гашун
85 654 455    ;6;- Уланэргинское;п Улан Эрге
85 654 466    ;3;- Уттинское;п Утта
85 654 470    ;6;- Хулхутинское;п Хулхута
85 654 473    ;8;- Цаган-Уснское;п Цаган-Усн
85 654 477    ;7;- Чилгирское;п Чилгир
85 654 479    ;1;- Элвгинское;п Элвг
85 654 485    ;9;- Яшкульское;п Яшкуль
85 700 000    ;6;Городские округа Республики Калмыкии/;
85 701 000    ;0;- город Элиста;г Элиста
;;;
03 000 000    ;6;Муниципальные образования Краснодарского края;
03 600 000    ;2;Муниципальные районы Краснодарского края;
03 601 000    ;7;Абинский муниципальный район;г Абинск
03 601 100    ;2;Городские поселения Абинского муниципального района/;
03 601 101    ;1;- Абинское;г Абинск
03 601 153    ;6;- Ахтырское;пгт Ахтырский
03 601 400    ;9;Сельские поселения Абинского муниципального района/;
03 601 401    ;6;- Варнавинское;с Варнавинское
03 601 402    ;3;- Ольгинское;х Ольгинский
03 601 403    ;0;- Мингрельское;ст-ца Мингрельская
03 601 405    ;5;- Светлогорское;с Светлогорское
03 601 406    ;2;- Федоровское;ст-ца Федоровская
03 601 408    ;7;- Холмское;ст-ца Холмская
03 605 000    ;5;Апшеронский муниципальный район;г Апшеронск
03 605 100    ;0;Городские поселения Апшеронского муниципального района/;
03 605 101    ;8;- Апшеронское;г Апшеронск
03 605 109    ;6;- Хадыженское;г Хадыженск
03 605 157    ;3;- Нефтегорское;пгт Нефтегорск
03 605 400    ;7;Сельские поселения Апшеронского муниципального района/;
03 605 407    ;8;- Кабардинское;ст-ца Кабардинская
03 605 410    ;3;- Кубанское;ст-ца Кубанская
03 605 413    ;5;- Куринское;ст-ца Куринская
03 605 416    ;7;- Мезмайское;п Мезмай
03 605 418    ;1;- Нижегородское;ст-ца Нижегородская
03 605 419    ;9;- Новополянское;п Новые Поляны
03 605 422    ;4;- Отдаленное;п Отдаленный
03 605 431    ;3;- Тверское;ст-ца Тверская
03 605 434    ;5;- Черниговское;с Черниговское
03 607 000    ;4;Белоглинский муниципальный район;с Белая Глина
03 607 400    ;6;Сельские поселения Белоглинского муниципального района/;
03 607 402    ;0;- Белоглинское;с Белая Глина
03 607 404    ;5;- Новопавловское;с Новопавловка
03 607 407    ;7;- Успенское;ст-ца Успенская
03 607 410    ;2;- Центральное;п Центральный
03 608 000    ;9;Белореченский муниципальный район;г Белореченск
03 608 100    ;4;Городские поселения Белореченского муниципального района/;
03 608 101    ;1;- Белореченское;г Белореченск
03 608 400    ;0;Сельские поселения Белореченского муниципального района/;
03 608 402    ;5;- Бжедуховское;ст-ца Бжедуховская
03 608 404    ;5;- Великовечненское;с Великовечное
03 608 405    ;7;- Дружненское;п Дружный
03 608 407    ;1;- Первомайское;п Первомайский
03 608 410    ;7;- Пшехское;ст-ца Пшехская
03 608 412    ;1;- Родниковское;п Родники
03 608 413    ;9;- Рязанское;ст-ца Рязанская
03 608 416    ;0;- Черниговское;п Молодежный
03 608 419    ;2;- Школьненское;с Школьное
03 608 420    ;3;- Южненское;п Южный
03 610 000    ;6;Брюховецкий муниципальный район;ст-ца Брюховецкая
03 610 400    ;8;Сельские поселения Брюховецкого муниципального района/;
03 610 402    ;2;- Батуринское;ст-ца Батуринская
03 610 404    ;7;- Большебейсугское;с Большой Бейсуг
03 610 407    ;9;- Брюховецкое;ст-ца Брюховецкая
03 610 410    ;4;- Новоджерелиевское;ст-ца Новоджерелиевская
03 610 413    ;6;- Новосельское;с Новое Село
03 610 416    ;8;- Переясловское;ст-ца Переясловская
03 610 419    ;3;- Свободненское;с Свободное
03 610 422    ;5;- Чепигинское;ст-ца Чепигинская
03 612 000    ;5;Выселковский муниципальный район;ст-ца Выселки
03 612 400    ;7;Сельские поселения Выселковского муниципального района/;
03 612 402    ;1;- Бейсугское;п Бейсуг
03 612 404    ;6;- Бейсужекское;х Бейсужек Второй
03 612 407    ;8;- Березанское;ст-ца Березанская
03 612 410    ;3;- Бузиновское;ст-ца Бузиновская
03 612 413    ;5;- Выселковское;ст-ца Выселки
03 612 416    ;7;- Газырское;п Газырь
03 612 419    ;9;- Ирклиевское;ст-ца Ирклиевская
03 612 420    ;2;- Крупское;ст-ца Крупская
03 612 422    ;4;- Новобейсугское;ст-ца Новобейсугская
03 612 425    ;6;- Новомалороссийское;ст-ца Новомалороссийская
03 613 000    ;3;Гулькевичский муниципальный район;г Гулькевичи
03 613 100    ;5;Городские поселения Гулькевичского муниципального района/;
03 613 101    ;2;- Гулькевичское;г Гулькевичи
03 613 154    ;6;- Гирейское;пгт Гирей
03 613 162    ;8;- Красносельское;пгт Красносельский
03 613 400    ;1;Сельские поселения Гулькевичского муниципального района/;
03 613 404    ;0;- Венцы-Заря;п Венцы
03 613 413    ;8;- Комсомольское;п Комсомольский
03 613 416    ;1;- Кубань;п Кубань
03 613 425    ;0;- Николенское;с Николенское
03 613 429    ;0;- Новоукраинское;с Новоукраинское
03 613 434    ;3;- Отрадо-Кубанское;с Отрадо-Кубанское
03 613 437    ;1;- Отрадо-Ольгинское;с Отрадо-Ольгинское
03 613 440    ;7;- Пушкинское;с Пушкинское
03 613 445    ;3;- Скобелевское;ст-ца Скобелевская
03 613 448    ;5;- Соколовское;с Соколовское
03 613 450    ;3;- Союз Четырех Хуторов;х Чаплыгин
03 613 455    ;9;- Тысячное;х Тысячный
03 614 000    ;4;Динской муниципальный район;ст-ца Динская
03 614 400    ;6;Сельские поселения Динского муниципального района/;
03 614 402    ;0;- Васюринское;ст-ца Васюринская
03 614 404    ;5;- Динское;ст-ца Динская
03 614 410    ;2;- Красносельское;с Красносельское
03 614 412    ;7;- Мичуринское;п Агроном
03 614 414    ;1;- Нововеличковское;ст-ца Нововеличковская
03 614 416    ;6;- Новотитаровское;ст-ца Новотитаровская
03 614 419    ;8;- Первореченское;с Первореченское
03 614 422    ;3;- Пластуновское;ст-ца Пластуновская
03 614 428    ;7;- Старомышастовское;ст-ца Старомышастовская
03 614 445    ;8;- Южно-Кубанское;п Южный
03 616 000    ;3;Ейский муниципальный район;г Ейск
03 616 100    ;9;Городские поселения Ейского муниципального района/;
03 616 101    ;6;- Ейское;г Ейск
03 616 400    ;5;Сельские поселения Ейского муниципального района/;
03 616 402    ;0;- Александровское;с Александровка
03 616 404    ;4;- Должанское;ст-ца Должанская
03 616 407    ;6;- Ейское;п Октябрьский
03 616 410    ;1;- Камышеватское;ст-ца Камышеватская
03 616 413    ;3;- Копанское;ст-ца Копанская
03 616 416    ;5;- Красноармейское;п Комсомолец
03 616 419    ;7;- Кухаривское;с Кухаривка
03 616 420    ;8;- Моревское;п Моревка
03 616 421    ;5;- Трудовое;п Советский
03 616 422    ;2;- Ясенское;ст-ца Ясенская
03 618 000    ;2;Кавказский муниципальный район;г Кропоткин
03 618 100    ;8;Городские поселения Кавказского муниципального района/;
03 618 101    ;5;- Кропоткинское;г Кропоткин
03 618 400    ;4;Сельские поселения Кавказского муниципального района/;
03 618 404    ;3;- Дмитриевское;ст-ца Дмитриевская
03 618 407    ;5;- им М. Горького;п им М. Горького
03 618 410    ;0;- Кавказское;ст-ца Кавказская
03 618 413    ;2;- Казанское;ст-ца Казанская
03 618 419    ;6;- Лосевское;х Лосево
03 618 422    ;1;- Мирское;п Мирской
03 618 432    ;8;- Привольное;х Привольный
03 618 452    ;0;- Темижбекское;ст-ца Темижбекская
03 619 000    ;7;Калининский муниципальный район;ст-ца Калининская
03 619 400    ;9;Сельские поселения Калининского муниципального района/;
03 619 405    ;5;- Бойкопонурское;х Бойкопонура
03 619 406    ;2;- Гривенское;ст-ца Гривенская
03 619 407    ;4;- Гришковское;с Гришковское
03 619 408    ;7;- Джумайловское;х Джумайловка
03 619 420    ;1;- Калининское;ст-ца Калининская
03 619 422    ;6;- Куйбышевское;х Гречаная Балка
03 619 427    ;2;- Новониколаевское;ст-ца Новониколаевская
03 619 435    ;4;- Старовеличковское;ст-ца Старовеличковская
03 620 000    ;0;Каневской муниципальный район;ст-ца Каневская
03 620 400    ;1;Сельские поселения Каневского муниципального района/;
03 620 402    ;6;- Каневское;ст-ца Каневская
03 620 404    ;0;- Красногвардейское;п Красногвардеец
03 620 405    ;8;- Кубанскостепное;п Кубанская Степь
03 620 407    ;2;- Новодеревянковское;ст-ца Новодеревянковская
03 620 410    ;8;- Новоминское;ст-ца Новоминская
03 620 413    ;4;- Привольненское;ст-ца Привольная
03 620 414    ;7;- Придорожное;ст-ца Придорожная
03 620 416    ;1;- Стародеревянковское;ст-ца Стародеревянковская
03 620 419    ;3;- Челбасское;ст-ца Челбасская
03 621 000    ;4;Кореновский муниципальный район;г Кореновск
03 621 100    ;3;Городские поселения Кореновского муниципального района/;
03 621 101    ;7;- Кореновское;г Кореновск
03 621 400    ;6;Сельские поселения Кореновского муниципального района/;
03 621 402    ;0;- Братковское;с Братковское
03 621 404    ;5;- Бураковское;х Бураковский
03 621 407    ;7;- Дядьковское;ст-ца Дядьковская
03 621 410    ;2;- Журавское;ст-ца Журавская
03 621 413    ;4;- Новоберезанское;п Новоберезанский
03 621 419    ;8;- Платнировское;ст-ца Платнировская
03 621 422    ;3;- Пролетарское;х Бабиче-Кореновский
03 621 425    ;5;- Раздольненское;ст-ца Раздольная
03 621 428    ;7;- Сергиевское;ст-ца Сергиевская
03 623 000    ;3;Красноармейский муниципальный район;ст-ца Полтавская
03 623 400    ;5;Сельские поселения Красноармейского муниципального района/;
03 623 407    ;6;- Ивановское;ст-ца Ивановская
03 623 410    ;1;- Полтавское;ст-ца Полтавская
03 623 412    ;6;- Марьянское;ст-ца Марьянская
03 623 413    ;3;- Новомышастовское;ст-ца Новомышастовская
03 623 419    ;7;- Октябрьское;п Октябрьский
03 623 420    ;8;- Протичкинское;х Протичка
03 623 422    ;2;- Староджерелиевское;ст-ца Староджерелиевская
03 623 425    ;4;- Старонижестеблиевское;ст-ца Старонижестеблиевская
03 623 428    ;6;- Трудобеликовское;х Трудобеликовский
03 623 431    ;1;- Чебургольское;ст-ца Чебургольская
03 624 000    ;8;Крыловский муниципальный район;ст-ца Крыловская
03 624 400    ;4;Сельские поселения Крыловского муниципального района/;
03 624 411    ;3;- Крыловское;ст-ца Крыловская
03 624 414    ;5;- Кугоейское;ст-ца Кугоейская
03 624 418    ;4;- Новопашковское;ст-ца Новопашковская
03 624 421    ;0;- Новосергиевское;ст-ца Новосергиевская
03 624 424    ;1;- Октябрьское;ст-ца Октябрьская
03 624 430    ;9;- Шевченковское;с Шевченковское
03 625 000    ;2;Крымский муниципальный район;г Крымск
03 625 100    ;8;Городские поселения Крымского муниципального района/;
03 625 101    ;5;- Крымское;г Крымск
03 625 400    ;4;Сельские поселения Крымского муниципального района/;
03 625 402    ;9;- Адагумское;х Адагум
03 625 404    ;3;- Варениковское;ст-ца Варениковская
03 625 407    ;5;- Кеслеровское;х Павловский
03 625 410    ;0;- Киевское;с Киевское
03 625 412    ;5;- Нижнебаканское;ст-ца Нижнебаканская
03 625 413    ;2;- Пригородное;х Новоукраинский
03 625 416    ;4;- Мерчанское;с Мерчанское
03 625 419    ;6;- Молдаванское;с Молдаванское
03 625 422    ;1;- Троицкое;ст-ца Троицкая
03 625 431    ;0;- Южное;п Южный
03 627 000    ;1;Курганинский муниципальный район;г Курганинск
03 627 100    ;7;Городские поселения Курганинского муниципального района/;
03 627 101    ;4;- Курганинское;г Курганинск
03 627 400    ;3;Сельские поселения Курганинского муниципального района/;
03 627 402    ;8;- Безводное;п Степной
03 627 404    ;2;- Воздвиженское;ст-ца Воздвиженская
03 627 407    ;4;- Константиновское;ст-ца Константиновская
03 627 410    ;1;- Михайловское;ст-ца Михайловская
03 627 413    ;1;- Новоалексеевское;ст-ца Новоалексеевская
03 627 416    ;3;- Октябрьское;п Октябрьский
03 627 419    ;5;- Петропавловское;ст-ца Петропавловская
03 627 422    ;0;- Родниковское;ст-ца Родниковская
03 627 425    ;2;- Темиргоевское;ст-ца Темиргоевская
03 628 000    ;6;Кущевский муниципальный район;ст-ца Кущевская
03 628 400    ;8;Сельские поселения Кущевского муниципального района/;
03 628 402    ;2;- Краснополянское;х Красная Поляна
03 628 403    ;7;- Глебовское;х Глебовка
03 628 404    ;7;- Ильинское;с Ильинское
03 628 407    ;9;- Кисляковское;ст-ца Кисляковская
03 628 410    ;4;- Красносельское;с Красное
03 628 416    ;8;- Кущевское;ст-ца Кущевская
03 628 420    ;0;- Новомихайловское;с Новомихайловское
03 628 422    ;5;- Первомайское;п Первомайский
03 628 425    ;7;- Полтавченское;с Полтавченское
03 628 428    ;9;- Раздольненское;с Раздольное
03 628 429    ;6;- Среднечубуркское;х Средние Чубурки
03 628 431    ;4;- Шкуринское;ст-ца Шкуринская
03 630 000    ;3;Лабинский муниципальный район;г Лабинск
03 630 100    ;9;Городские поселения Лабинского муниципального района/;
03 630 101    ;6;- Лабинское;г Лабинск
03 630 400    ;5;Сельские поселения Лабинского муниципального района/;
03 630 404    ;4;- Ахметовское;ст-ца Ахметовская
03 630 416    ;5;- Владимирское;ст-ца Владимирская
03 630 419    ;7;- Вознесенское;ст-ца Вознесенская
03 630 425    ;4;- Зассовское;ст-ца Зассовская
03 630 428    ;6;- Каладжинское;ст-ца Каладжинская
03 630 437    ;5;- Чамлыкское;ст-ца Чамлыкская
03 630 439    ;0;- Лучевое;п Луч
03 630 443    ;2;- Отважненское;ст-ца Отважная
03 630 446    ;4;- Первосинюхинское;х Первая Синюха
03 630 450    ;7;- Сладковское;х Сладкий
03 630 455    ;3;- Упорненское;ст-ца Упорная
03 630 458    ;5;- Харьковское;х Харьковский
03 632 000    ;2;Ленинградский муниципальный район;ст-ца Ленинградская
03 632 400    ;4;Сельские поселения Ленинградского муниципального района/;
03 632 401    ;1;- Белохуторское;х Белый
03 632 402    ;9;- Восточное;п Бичевый
03 632 403    ;6;- Коржовское;х Коржи
03 632 404    ;3;- Крыловское;ст-ца Крыловская
03 632 407    ;5;- Куликовское;х Куликовский
03 632 410    ;0;- Ленинградское;ст-ца Ленинградская
03 632 413    ;2;- Новоплатнировское;ст-ца Новоплатнировская
03 632 414    ;1;- Новоуманское;п Октябрьский
03 632 415    ;7;- Образцовое;п Образцовый
03 632 416    ;4;- Уманское;п Уманский
03 632 417    ;1;- Первомайское;п Первомайский
03 632 420    ;7;- Западное;х Западный
03 633 000    ;7;Мостовский муниципальный район;пгт Мостовской
03 633 100    ;2;Городские поселения Мостовского муниципального района/;
03 633 151    ;1;- Мостовское;пгт Мостовской
03 633 156    ;8;- Псебайское;пгт Псебай
03 633 400    ;9;Сельские поселения Мостовского муниципального района/;
03 633 404    ;8;- Андрюковское;ст-ца Андрюки
03 633 407    ;7;- Баговское;ст-ца Баговская
03 633 410    ;5;- Беноковское;с Беноково
03 633 413    ;7;- Бесленеевское;ст-ца Бесленеевская
03 633 422    ;6;- Губское;ст-ца Губская
03 633 431    ;5;- Костромское;ст-ца Костромская
03 633 434    ;7;- Краснокутское;п Восточный
03 633 440    ;4;- Махошевское;ст-ца Махошевская
03 633 449    ;8;- Переправненское;ст-ца Переправная
03 633 452    ;5;- Унароковское;с Унароково
03 633 461    ;4;- Шедокское;с Шедок
03 633 464    ;6;- Ярославское;ст-ца Ярославская
03 634 000    ;1;Новокубанский муниципальный район;г Новокубанск
03 634 100    ;7;Городские поселения Новокубанского муниципального района/;
03 634 101    ;4;- Новокубанское;г Новокубанск
03 634 400    ;3;Сельские поселения Новокубанского муниципального района/;
03 634 402    ;8;- Бесскорбненское;ст-ца Бесскорбная
03 634 403    ;5;- Верхнекубанское;х Кирова
03 634 407    ;4;- Ковалевское;с Ковалевское
03 634 413    ;1;- Ляпинское;х Ляпино
03 634 422    ;0;- Новосельское;п Глубокий
03 634 425    ;2;- Прикубанское;п Прикубанский
03 634 428    ;4;- Прочноокопское;ст-ца Прочноокопская
03 634 431    ;3;- Советское;ст-ца Советская
03 635 000    ;6;Новопокровский муниципальный район;ст-ца Новопокровская
03 635 400    ;8;Сельские поселения Новопокровского муниципального района/;
03 635 402    ;2;- Горькобалковское;с Горькая Балка
03 635 404    ;7;- Ильинское;ст-ца Ильинская
03 635 407    ;9;- Калниболотское;ст-ца Калниболотская
03 635 410    ;4;- Кубанское;п Кубанский
03 635 413    ;6;- Незамаевское;п Незамаевский
03 635 416    ;8;- Новоивановское;ст-ца Новоивановская
03 635 419    ;6;- Новопокровское;ст-ца Новопокровская
03 635 422    ;5;- Покровское;п Новопокровский
03 637 000    ;5;Отрадненский муниципальный район;ст-ца Отрадная
03 637 400    ;7;Сельские поселения Отрадненского муниципального района/;
